VendorID,pickup_datetime,dropoff_datetime,passenger_count,trip_distance,RatecodeID,Airport_fee,PULocationID,DOLocationID,payment_type,extra,tip_amount,tolls_amount,improvement_surcharge,total_amount,congestion_surcharge
1,6/29/2023 15:24,6/29/2023 15:15,1,9.75,1,0,128,75,Credit Card,5,14.96,6.55,1,72.66,2.5
0,6/29/2023 18:14,6/29/2023 20:02,1,3.7,1,0,134,245,Credit Card,5,10.10,0,1,39.85,2.5
1,6/28/2023 17:16,6/28/2023 19:10,1,1.16,1,0,77,123,Credit Card,2.5,9.30,0,1,27.1,2.5
0,6/29/2023 10:42,6/29/2023 11:43,1,0.8,1,0,25,85,Credit Card,2.5,5.05,0,1,15.95,2.5
1,6/30/2023 0:38,6/30/2023 0:30,3,1.68,1,0,221,169,Credit Card,1,5.64,0,1,19.68,2.5
0,6/28/2023 17:33,6/28/2023 17:39,1,2.1,1,0,118,124,Credit Card,5,4.28,0,1,19.6,2.5
0,6/30/2023 19:13,6/30/2023 20:10,2,0.1,1,0,8,64,Credit Card,5,2.17,0,1,12.04,2.5
0,6/29/2023 6:22,6/29/2023 5:17,1,0.7,1,0,170,228,Credit Card,3.5,3.97,0,1,13.2,2.5
1,6/30/2023 21:26,6/30/2023 20:19,1,1.95,1,0,115,84,Cash,-1,0.32,0,-1,-18.5,-2.5
1,6/30/2023 22:08,6/30/2023 21:31,1,1.21,1,0,208,64,Credit Card,1,4.61,0,1,15.48,2.5
1,6/30/2023 21:12,6/30/2023 21:22,2,2.62,1,0,226,263,Credit Card,1,8.77,0,1,23.88,2.5
0,6/28/2023 23:01,6/29/2023 0:27,1,12.3,1,0,263,200,Credit Card,3.5,16.64,6.55,1,82.05,2.5
1,6/30/2023 21:15,6/30/2023 21:34,4,2.91,1,0,249,243,Credit Card,1,7.89,0,1,26.4,2.5
1,6/30/2023 20:06,6/30/2023 21:32,1,3.02,1,0,10,169,Cash,1,1.05,0,1,26.9,2.5
1,6/30/2023 16:28,6/30/2023 16:55,,7.43,,,122,256,Wallet,0,0.09,0,1,42.96,
1,6/28/2023 19:03,6/28/2023 19:38,,28.33,,,143,191,Wallet,0,21.17,6.55,1,97.95,
0,6/30/2023 17:37,6/30/2023 17:57,1,2.2,1,0,51,227,Cash,5,3.54,0,1,18.6,2.5
1,6/30/2023 18:24,6/30/2023 20:27,1,1.09,1,0,85,90,Credit Card,2.5,6.15,0,1,15.9,2.5
1,6/29/2023 7:33,6/29/2023 8:20,3,1.07,1,0,124,264,Credit Card,0,4.70,0,1,16.8,2.5
0,6/29/2023 23:33,6/30/2023 0:01,2,8.2,1,0,258,149,Credit Card,3.5,7.64,6.55,1,54.15,2.5
0,6/28/2023 22:35,6/28/2023 23:03,2,0.9,1,0,195,260,Credit Card,3.5,3.64,0,1,15.45,2.5
1,6/29/2023 19:20,6/29/2023 19:53,1,1.57,1,0,176,108,Cash,2.5,3.49,0,1,15.8,2.5
1,6/28/2023 21:57,6/28/2023 23:30,1,2.19,1,0,101,238,Credit Card,1,5.52,0,1,18,2.5
0,7/1/2023 0:31,7/1/2023 0:27,2,3,1,0,39,215,Credit Card,3.5,4.54,0,1,23,2.5
1,6/30/2023 12:30,6/30/2023 13:05,1,2.98,1,0,230,139,Credit Card,0,7.98,0,1,28.56,2.5
1,6/30/2023 22:46,6/30/2023 23:14,,12.89,,,236,253,Wallet,0,0.79,6.55,1,52.45,
1,6/29/2023 19:10,6/29/2023 19:34,1,2.81,1,0,142,79,Credit Card,2.5,9.77,0,1,29.04,2.5
0,6/29/2023 23:55,6/30/2023 0:15,1,5.8,1,0,235,206,Cash,3.5,2.38,0,1,29,2.5
1,6/29/2023 19:49,6/29/2023 18:23,1,0.62,1,0,217,165,Credit Card,2.5,7.64,0,1,15.38,2.5
1,6/29/2023 10:27,6/29/2023 9:42,1,5.41,1,0,35,121,Credit Card,0,8.68,0,1,34.44,2.5
1,6/30/2023 12:00,6/30/2023 11:04,1,2.39,1,0,120,72,Credit Card,0,7.88,0,1,26.04,2.5
1,6/29/2023 17:59,6/29/2023 18:29,2,19.34,3,0,232,43,Credit Card,2.5,26.78,21.75,1,159.54,0
1,6/29/2023 8:22,6/29/2023 7:30,1,4.06,1,0,112,215,Credit Card,0,6.61,0,1,26.5,2.5
1,6/30/2023 20:33,6/30/2023 19:54,1,9.11,1,0,95,65,Cash,6,0.02,6.55,1,51.75,2.5
0,6/28/2023 17:06,6/28/2023 16:10,,1.3,,,116,153,Wallet,2.5,4.93,0,1,16.56,
1,6/28/2023 20:33,6/28/2023 19:17,1,0,1,0,242,252,Credit Card,2.5,6.10,0,1,11,2.5
0,6/30/2023 21:29,6/30/2023 22:26,2,2.6,1,0,138,258,Credit Card,3.5,7.72,0,1,23.85,2.5
1,6/29/2023 15:07,6/29/2023 14:42,1,3.41,1,0,79,84,Credit Card,0,8.47,0,1,40.25,2.5
0,6/29/2023 15:36,6/29/2023 16:06,1,0.7,1,0,81,128,Credit Card,5,2.46,0,1,14.75,2.5
1,6/30/2023 17:33,6/30/2023 18:54,1,2.19,1,0,68,84,Credit Card,2.5,8.36,0,1,23.16,2.5
0,6/30/2023 3:41,6/30/2023 4:20,1,0.7,1,0,79,111,UPI,3.5,0.75,0,1,10.8,2.5
1,6/30/2023 21:42,6/30/2023 19:59,1,1.65,1,0,46,247,Cash,1,0.91,0,1,15.7,2.5
1,6/28/2023 20:58,6/28/2023 21:21,1,0.82,1,0,106,208,Credit Card,1,4.21,0,1,14.64,2.5
1,6/29/2023 10:22,6/29/2023 10:13,1,0.97,1,0,51,200,Credit Card,0,3.47,0,1,27.2,2.5
1,6/29/2023 19:07,6/29/2023 20:46,1,18.19,2,1.75,177,212,Credit Card,5,21.46,6.55,1,104.76,2.5
1,6/29/2023 17:47,6/29/2023 17:40,3,2.1,1,0,104,247,Cash,2.5,3.17,0,1,22.8,2.5
1,6/29/2023 9:30,6/29/2023 10:11,1,7.38,1,1.75,143,189,Credit Card,5,14.66,6.55,1,59,0
1,6/29/2023 17:40,6/29/2023 16:26,1,1.02,1,0,129,74,Cash,2.5,0.98,0,1,22.8,2.5
1,7/1/2023 0:45,6/30/2023 23:31,,2.72,,,8,246,Wallet,0,6.24,0,1,23.14,
1,6/30/2023 21:28,6/30/2023 22:12,1,2.48,1,0,143,202,Credit Card,1,6.75,0,1,23.04,2.5
1,6/29/2023 9:00,6/29/2023 9:27,,2.49,,,221,178,Wallet,0,4.90,0,1,25.33,
1,6/30/2023 11:58,6/30/2023 12:37,1,4.07,1,0,104,174,Credit Card,0,7.31,0,1,31.7,2.5
1,6/29/2023 11:09,6/29/2023 11:09,1,11.8,1,1.75,258,162,Credit Card,0,7.61,0,1,61.95,0
1,6/30/2023 4:38,6/30/2023 3:59,,5.42,,,181,105,Wallet,0,9.34,0,1,34.09,
1,6/29/2023 19:30,6/29/2023 19:27,1,1.76,1,0,3,53,Credit Card,2.5,7.01,0,1,24,2.5
1,6/29/2023 7:55,6/29/2023 8:49,1,1.73,1,0,244,17,Credit Card,0,5.70,0,1,18.8,2.5
1,6/29/2023 9:23,6/29/2023 8:47,1,3.15,1,0,215,159,Credit Card,0,5.34,0,1,30.24,2.5
1,6/30/2023 19:03,6/30/2023 19:57,1,1.07,1,0,150,180,Credit Card,2.5,4.51,0,1,15.6,2.5
1,6/28/2023 20:10,6/28/2023 21:37,1,1.34,1,0,76,204,Credit Card,1,5.42,0,1,18.86,2.5
1,6/29/2023 10:38,6/29/2023 11:05,2,1.92,1,0,89,164,Credit Card,0,6.89,0,1,21.84,2.5
1,6/30/2023 9:58,6/30/2023 9:55,1,0.97,1,0,173,136,Cash,0,1.86,0,1,11.9,2.5
0,6/29/2023 12:13,6/29/2023 14:28,3,2,1,0,17,261,Cash,2.5,2.01,0,1,18.2,2.5
1,6/29/2023 15:35,6/29/2023 16:12,1,9.77,1,0,139,94,Credit Card,5,12.35,6.55,1,70.98,2.5
0,6/29/2023 13:35,6/29/2023 14:20,1,0.5,1,0,111,197,Credit Card,2.5,2.78,0,1,11.35,2.5
1,6/30/2023 9:21,6/30/2023 9:53,1,20.2,4,0,237,159,Credit Card,0,34.68,24.75,1,196.62,0
1,6/29/2023 11:09,6/29/2023 10:40,1,0.64,1,0,140,186,Credit Card,0,3.06,0,1,12.6,2.5
0,6/29/2023 15:45,6/29/2023 16:09,1,1.4,1,0,137,34,Credit Card,2.5,8.07,0,1,26.9,2.5
1,6/29/2023 1:23,6/29/2023 1:25,1,1.89,1,0,252,86,Credit Card,1,3.61,0,1,17.7,2.5
1,6/30/2023 9:40,6/30/2023 9:28,2,15.79,1,1.75,103,228,Cash,0,3.98,0,1,65.75,0
1,6/30/2023 2:29,6/30/2023 2:17,,7.76,,,13,11,Wallet,0,11.21,6.55,1,45.91,
1,6/28/2023 21:50,6/28/2023 20:05,2,1.31,1,0,96,216,Credit Card,1,5.47,0,1,15.48,2.5
1,6/29/2023 14:40,6/29/2023 14:04,,3.24,,,83,107,Wallet,0,0.32,0,1,32.04,
0,6/28/2023 18:20,6/28/2023 17:44,1,0.9,1,0,133,47,Credit Card,5,5.09,0,1,19,2.5
1,6/29/2023 17:14,6/29/2023 17:22,1,2.73,1,0,33,4,Credit Card,2.5,7.42,0,1,31.2,2.5
0,6/28/2023 19:24,6/28/2023 19:33,1,2.6,1,0,221,89,Credit Card,5,4.58,0,1,23.15,2.5
1,6/29/2023 12:01,6/29/2023 13:01,1,0.58,1,0,31,101,Credit Card,0,7.29,0,1,15.8,2.5
0,6/29/2023 20:20,6/29/2023 19:33,1,2.3,1,0,130,26,Credit Card,5,4.37,0,1,24.61,2.5
0,6/29/2023 23:17,6/29/2023 22:17,1,0.4,1,0,257,178,Cash,3.5,3.35,0,1,12.2,2.5
1,6/30/2023 21:50,6/30/2023 23:32,1,16.45,1,1.75,62,122,Cash,1,2.33,0,1,73.75,0
0,6/29/2023 8:42,6/29/2023 9:31,1,2.8,1,0,181,139,Credit Card,2.5,5.29,0,1,23.5,2.5
0,6/30/2023 21:41,6/30/2023 21:40,2,0.9,1,0,247,227,Credit Card,3.5,8.22,0,1,15.85,2.5
1,6/29/2023 14:30,6/29/2023 16:26,1,18.33,2,1.75,13,54,Credit Card,0,13.66,6.55,1,91.8,0
1,6/30/2023 10:28,6/30/2023 9:34,1,2.38,1,0,15,248,Credit Card,0,5.03,0,1,21.84,2.5
1,6/30/2023 17:50,6/30/2023 19:21,1,2.9,1,0,17,149,Cash,2.5,4.29,0,1,25.6,2.5
0,6/30/2023 11:47,6/30/2023 11:58,1,0.5,1,0,255,80,Cash,0,0.11,0,1,8,0
1,6/30/2023 5:31,6/30/2023 5:49,1,1.08,1,0,249,219,Cash,1,4.18,0,1,12.2,2.5
1,6/29/2023 15:50,6/29/2023 16:47,1,10.84,1,1.75,49,75,Credit Card,7.5,18.41,6.55,1,87.56,2.5
1,6/29/2023 17:31,6/29/2023 17:37,2,0.5,1,0,52,63,Cash,2.5,3.81,0,1,12.3,2.5
0,6/30/2023 22:34,6/30/2023 21:21,1,2.8,1,0,245,26,Cash,3.5,2.45,0,1,19.9,2.5
1,6/28/2023 18:11,6/28/2023 20:19,1,18.03,2,1.75,39,232,Cash,5,0.27,6.55,1,87.3,2.5
1,6/29/2023 21:08,6/29/2023 22:32,4,8.67,1,0,91,23,Cash,1,4.10,6.55,1,55.85,2.5
1,6/30/2023 10:23,6/30/2023 10:15,1,0.92,1,0,111,122,Credit Card,0,3.05,0,1,13.09,2.5
1,6/30/2023 12:44,6/30/2023 14:04,1,0.6,1,0,135,263,Credit Card,0,6.01,0,1,11.76,2.5
1,6/29/2023 10:43,6/29/2023 10:40,1,1.4,1,0,190,40,Credit Card,0,3.19,0,1,15.96,2.5
1,6/30/2023 15:18,6/30/2023 17:08,2,18.24,2,1.75,91,98,Credit Card,0,18.67,0,1,90.55,2.5
1,6/28/2023 18:13,6/28/2023 18:44,1,0.94,1,0,129,20,Credit Card,2.5,5.04,0,1,24,2.5
1,6/28/2023 23:32,6/28/2023 23:52,1,1.01,1,0,160,135,unknown,-1,3.77,0,-1,-9.7,0
1,6/30/2023 13:57,6/30/2023 14:02,1,1.29,1,0,214,44,Credit Card,0,1.67,0,1,17.8,2.5
1,6/29/2023 21:04,6/29/2023 22:39,1,17.73,2,1.75,4,103,Credit Card,0,3.66,6.55,1,82.3,2.5
1,6/30/2023 15:54,6/30/2023 15:13,1,2.84,1,0,102,151,Cash,0,2.50,0,1,19.6,2.5
1,6/29/2023 3:50,6/29/2023 4:11,1,5.9,1,0,213,149,Credit Card,1,7.18,0,1,38.16,2.5
1,6/29/2023 19:44,6/29/2023 20:48,1,9.12,1,1.75,99,156,Credit Card,6,13.76,6.55,1,73.93,2.5
0,6/30/2023 21:40,6/30/2023 21:09,1,1.2,1,0,173,38,Cash,3.5,4.15,0,1,18.5,2.5
1,6/29/2023 0:06,6/29/2023 1:59,1,1.2,1,0,128,31,Credit Card,1,9.34,0,1,25.75,2.5
1,6/30/2023 21:50,6/30/2023 21:19,2,2.57,1,0,17,90,Credit Card,1,8.58,0,1,26.4,2.5
0,6/29/2023 17:02,6/29/2023 16:39,4,2.9,1,0,127,18,Credit Card,5,9.76,0,1,36.6,2.5
1,6/30/2023 23:30,6/30/2023 23:40,1,3.4,1,0,258,64,Credit Card,1,6.35,0,1,28.92,2.5
1,6/28/2023 17:28,6/28/2023 18:22,1,2.32,1,0,257,154,Credit Card,2.5,6.82,0,1,25.68,2.5
1,6/30/2023 12:57,6/30/2023 13:08,1,1.58,1,0,145,153,Credit Card,0,1.76,0,1,15.5,2.5
1,6/29/2023 10:43,6/29/2023 11:15,1,13.2,1,1.75,122,44,Cash,5,2.72,0,1,63.75,0
1,6/29/2023 16:26,6/29/2023 16:14,4,1.32,1,0,200,3,Credit Card,2.5,5.52,0,1,19.8,2.5
1,6/30/2023 20:33,6/30/2023 20:13,1,3.68,1,0,192,258,Credit Card,1,9.32,0,1,28.08,2.5
1,6/29/2023 0:27,6/29/2023 1:21,2,1.09,1,0,147,157,Credit Card,1,6.71,0,1,15.86,2.5
0,6/30/2023 8:33,6/30/2023 10:29,1,2,1,0,17,193,Credit Card,2.5,8.87,0,1,25.2,2.5
1,6/30/2023 10:13,6/30/2023 10:18,2,0.86,1,0,29,28,Credit Card,0,2.53,0,1,13.44,2.5
1,6/29/2023 19:13,6/29/2023 20:47,1,4.34,1,0,126,89,Credit Card,2.5,10.42,0,1,37.44,2.5
1,6/30/2023 20:03,6/30/2023 19:34,2,1.51,1,0,20,141,Credit Card,1,5.51,0,1,18,2.5
1,6/29/2023 22:50,6/29/2023 23:02,1,1.55,1,0,142,255,Credit Card,1,3.12,0,1,17.4,2.5
1,6/28/2023 19:23,6/28/2023 19:16,1,4.01,1,0,129,209,Cash,2.5,2.48,0,1,25.6,2.5
0,6/30/2023 10:32,6/30/2023 10:07,1,1.2,1,0,220,155,Credit Card,2.5,5.32,0,1,16.8,2.5
1,6/29/2023 22:26,6/29/2023 20:53,1,1.6,1,0,115,248,Cash,1,3.30,0,1,16.4,2.5
0,6/30/2023 0:31,6/30/2023 0:32,1,4.8,1,0,5,190,Credit Card,3.5,8.61,0,1,35.6,2.5
1,6/29/2023 12:57,6/29/2023 14:08,2,14.93,2,0,81,28,Credit Card,0,19.32,0,1,88.8,2.5
1,6/29/2023 21:32,6/29/2023 21:10,1,1.96,1,0,173,220,Credit Card,1,6.46,0,1,21.36,2.5
1,6/29/2023 19:24,6/29/2023 20:25,5,3.97,1,0,212,116,Cash,2.5,3.64,0,1,31.9,2.5
1,6/30/2023 10:31,6/30/2023 9:31,1,3.1,1,0,232,173,Credit Card,0,7.06,0,1,26.04,2.5
0,6/29/2023 12:33,6/29/2023 13:13,1,3.7,1,0,118,229,Cash,2.5,4.55,0,1,32.2,2.5
1,6/30/2023 23:28,6/30/2023 23:48,1,3.94,1,0,136,231,Credit Card,1,6.92,0,1,28.9,2.5
0,6/28/2023 22:38,6/28/2023 22:07,2,3.5,1,0,237,38,Credit Card,3.5,4.67,0,1,24.7,2.5
1,6/29/2023 18:15,6/29/2023 18:58,1,3.22,1,0,255,226,Credit Card,2.5,9.88,0,1,40.75,2.5
1,6/29/2023 22:46,6/29/2023 23:46,1,7.91,1,1.75,173,166,Credit Card,6,9.15,6.55,1,55,2.5
0,6/30/2023 9:58,6/30/2023 8:35,1,2.2,1,0,50,228,Credit Card,2.5,8.50,0,1,27.7,2.5
1,6/29/2023 16:03,6/29/2023 16:20,1,0.63,1,0,163,137,Credit Card,0,4.08,0,1,12.9,2.5
1,6/30/2023 10:04,6/30/2023 11:16,1,1.4,1,0,218,31,Credit Card,0,5.52,0,1,16.8,2.5
1,6/28/2023 21:24,6/28/2023 21:25,1,4.06,1,0,41,54,Credit Card,1,6.93,0,1,30.09,2.5
1,6/30/2023 1:10,6/30/2023 0:58,4,18.52,2,1.75,113,239,Credit Card,0,11.28,6.55,1,90,2.5
1,6/30/2023 11:39,6/30/2023 12:11,,18.36,,,53,215,Wallet,0,22.01,6.55,1,99.45,
1,6/30/2023 18:22,6/30/2023 17:02,1,1.6,1,0,211,137,UPI,2.5,4.03,0,1,21.4,2.5
1,6/29/2023 15:42,6/29/2023 16:29,1,9.09,1,0,120,215,Credit Card,5,8.21,6.55,1,61.58,2.5
1,6/29/2023 9:38,6/29/2023 8:54,1,1.76,1,0,71,217,Cash,0,1.46,0,1,24.5,2.5
0,6/29/2023 15:01,6/29/2023 14:50,1,0.4,1,0,23,224,Credit Card,2.5,5.67,0,1,11.8,2.5
0,6/29/2023 21:18,6/29/2023 19:35,1,1.3,1,0,113,5,Cash,3.5,4.96,0,1,14.3,2.5
1,6/29/2023 17:41,6/29/2023 19:23,1,0.26,1,0,228,158,Credit Card,2.5,6.19,0,1,13.08,2.5
1,6/30/2023 10:27,6/30/2023 10:01,1,2.95,1,0,229,174,Credit Card,0,8.66,0,1,28.21,2.5
1,6/29/2023 23:32,6/29/2023 22:41,2,0.06,2,0,219,93,Cash,0,3.09,0,1,74,2.5
1,6/28/2023 23:51,6/28/2023 23:43,1,8.29,1,0,95,24,Credit Card,1,9.63,0,1,56.64,2.5
1,6/29/2023 0:59,6/29/2023 1:40,1,2.81,1,0,138,142,Cash,1,1.00,0,1,19.9,2.5
1,6/30/2023 2:30,6/30/2023 1:06,1,10.76,1,0,95,263,Credit Card,1,13.78,0,1,57.48,2.5
0,6/29/2023 15:03,6/29/2023 15:57,1,0.8,1,0,129,143,Credit Card,2.5,3.38,0,1,13.4,2.5
1,6/29/2023 8:04,6/29/2023 7:22,,10.38,,,133,101,Wallet,0,13.35,6.55,1,56.2,
1,6/29/2023 7:50,6/29/2023 8:36,1,0.01,1,0,131,248,UPI,0,3.15,0,-1,-7,-2.5
0,6/29/2023 10:55,6/29/2023 11:21,1,0,1,0,121,202,Cash,0,0.67,0,1,4.5,0
1,6/28/2023 16:24,6/28/2023 15:57,3,1.27,1,0,117,170,Credit Card,2.5,5.45,0,1,24.84,2.5
1,6/30/2023 8:30,6/30/2023 8:17,3,11.91,1,0,149,202,Cash,5,4.23,6.55,1,64.05,2.5
1,6/30/2023 14:04,6/30/2023 13:19,1,1.4,1,0,210,20,Credit Card,0,3.22,0,1,15.96,2.5
1,6/28/2023 18:01,6/28/2023 18:56,5,0.86,1,0,114,38,Credit Card,2.5,4.11,0,1,15,2.5
1,6/30/2023 9:43,6/30/2023 9:22,1,1.28,1,0,55,80,Credit Card,0,7.25,0,1,19.11,2.5
0,6/30/2023 13:51,6/30/2023 14:57,3,1,1,0,75,10,Cash,2.5,3.91,0,1,12.6,2.5
1,6/29/2023 10:22,6/29/2023 9:58,1,2.15,1,0,53,66,Credit Card,0,6.15,0,1,29.4,2.5
0,6/29/2023 21:26,6/29/2023 20:45,1,1,1,0,84,61,Credit Card,3.5,5.84,0,1,14.6,2.5
1,6/30/2023 15:07,6/30/2023 13:41,2,2.43,1,0,169,190,Credit Card,0,5.48,0,1,23.52,2.5
1,6/29/2023 10:38,6/29/2023 10:31,1,2.09,1,0,178,248,Credit Card,0,3.20,0,1,23.7,2.5
0,6/28/2023 18:51,6/28/2023 19:48,1,1.2,1,0,55,197,Credit Card,5,4.81,0,1,18.1,2.5
1,6/29/2023 20:05,6/29/2023 19:28,1,1.77,1,0,212,84,Credit Card,1,4.94,0,1,20,2.5
1,6/28/2023 17:44,6/28/2023 19:14,1,2.51,1,0,34,216,Cash,2.5,1.92,0,1,23.5,2.5
1,6/30/2023 11:18,6/30/2023 10:38,3,12.04,1,0,64,143,Credit Card,0,14.92,6.55,1,72.54,2.5
0,6/30/2023 7:37,6/30/2023 7:20,1,1.6,1,0,209,124,Credit Card,2.5,5.93,0,1,15.1,2.5
1,6/28/2023 23:52,6/28/2023 23:18,1,4.86,1,0,108,202,Credit Card,1,11.02,0,1,36.48,2.5
1,6/30/2023 22:53,7/1/2023 0:03,1,0.74,1,0,73,30,Credit Card,1,1.52,0,1,12.65,2.5
1,6/30/2023 12:28,6/30/2023 13:36,2,1.24,1,0,84,140,Credit Card,0,4.67,0,1,19.32,2.5
1,6/29/2023 15:57,6/29/2023 16:06,2,12.75,1,1.75,1,250,Cash,5,3.59,0,1,60.95,0
1,6/30/2023 1:02,6/30/2023 1:38,2,5.29,1,1.75,29,55,Cash,1,3.20,0,1,26.15,0
1,6/28/2023 21:40,6/28/2023 21:31,1,1.94,1,0,84,61,Credit Card,1,5.54,0,1,19.68,2.5
0,6/29/2023 20:53,6/29/2023 20:21,1,1.7,1,0,75,11,Cash,3.5,1.82,0,1,17.1,2.5
1,6/29/2023 14:54,6/29/2023 14:49,1,7.49,1,1.75,154,5,Credit Card,5,12.57,6.55,1,58.32,0
1,6/30/2023 20:37,6/30/2023 19:20,5,1.23,1,0,117,128,Credit Card,1,2.21,0,1,14.84,2.5
1,6/28/2023 21:42,6/28/2023 21:47,1,13.2,1,1.75,43,158,Credit Card,6,14.71,0,1,72.25,0
0,6/30/2023 11:26,6/30/2023 11:10,1,1.5,1,0,192,42,Cash,2.5,1.45,0,1,17.5,2.5
1,6/29/2023 18:39,6/29/2023 18:46,1,0.89,1,0,93,57,Credit Card,2.5,6.15,0,1,15.07,2.5
0,6/30/2023 7:07,6/30/2023 7:18,1,0.6,1,0,71,122,Credit Card,2.5,7.53,0,1,12.8,2.5
1,6/30/2023 0:54,6/30/2023 2:23,2,11.67,1,0,233,229,Credit Card,1,14.08,0,1,63.36,2.5
1,6/30/2023 16:41,6/30/2023 17:52,2,2.2,1,0,220,173,Credit Card,2.5,8.60,0,1,27.36,2.5
1,6/29/2023 17:28,6/29/2023 19:00,1,1.44,1,0,57,107,Credit Card,2.5,4.47,0,1,23.16,2.5
1,6/29/2023 11:57,6/29/2023 12:51,1,1.24,1,0,109,119,Credit Card,0,9.76,0,1,29.4,2.5
0,6/30/2023 14:14,6/30/2023 14:51,1,4.1,1,0,42,138,Credit Card,2.5,7.19,0,1,34.4,2.5
0,6/29/2023 22:25,6/29/2023 23:39,1,2.3,1,0,111,153,Credit Card,3.5,4.00,0,1,22.7,2.5
1,6/30/2023 13:19,6/30/2023 13:54,1,4.1,1,0,228,129,Credit Card,0,7.60,0,1,32.2,2.5
0,6/29/2023 16:12,6/29/2023 16:39,1,7.9,1,0,15,7,Credit Card,5,15.93,0,1,65.25,2.5
1,6/28/2023 18:28,6/28/2023 17:42,1,1.37,1,0,246,117,Cash,2.5,1.56,0,1,17.9,2.5
1,6/29/2023 18:27,6/29/2023 19:06,2,2.17,1,0,27,96,Cash,2.5,1.99,0,1,24.9,2.5
1,6/30/2023 18:13,6/30/2023 19:30,,0.87,,,208,223,Wallet,0,4.57,0,1,10.83,
1,6/30/2023 9:12,6/30/2023 10:43,1,0.72,1,0,46,99,Cash,0,4.74,0,1,9.8,2.5
1,6/30/2023 22:42,6/30/2023 23:30,1,3.45,1,0,96,168,Credit Card,1,0.12,0,1,25.59,2.5
0,6/28/2023 20:30,6/28/2023 21:16,1,2.4,1,0,53,153,Credit Card,3.5,8.43,0,1,23.85,2.5
1,6/30/2023 23:04,6/30/2023 22:22,1,2.24,1,0,55,73,Credit Card,1,5.14,0,1,22.2,2.5
1,6/30/2023 14:33,6/30/2023 14:16,1,0.69,1,0,82,155,Cash,0,0.89,0,1,10.5,2.5
1,6/29/2023 11:14,6/29/2023 11:51,1,3.22,1,0,83,128,Credit Card,0,10.77,0,1,40.25,2.5
1,6/29/2023 20:52,6/29/2023 21:31,2,2.99,1,0,250,204,Credit Card,1,4.51,0,1,20.87,0
1,6/29/2023 22:47,6/29/2023 23:25,2,2.28,1,0,173,222,Credit Card,1,5.11,0,1,21.38,2.5
0,6/30/2023 7:30,6/30/2023 8:09,1,1.2,1,0,135,231,Credit Card,2.5,3.42,0,1,18.45,2.5
1,6/29/2023 14:35,6/29/2023 15:03,2,0.63,1,0,203,70,Cash,0,4.07,0,1,9.8,2.5
1,6/29/2023 4:20,6/29/2023 4:10,1,0,1,0,166,89,Cash,1,4.77,0,1,8,2.5
0,6/29/2023 22:37,6/29/2023 22:46,,0,,,149,149,Wallet,0,3.77,0,1,31.59,
0,6/30/2023 14:19,6/30/2023 15:29,1,0.9,1,0,104,39,Credit Card,2.5,4.59,0,1,15.95,2.5
0,6/30/2023 9:47,6/30/2023 10:26,1,10.5,1,1.75,61,96,Credit Card,9.25,12.25,6.55,1,73.7,2.5
1,6/30/2023 7:07,6/30/2023 6:15,1,11.9,1,1.75,56,160,Credit Card,0,13.31,0,1,60.91,0
0,6/28/2023 21:25,6/28/2023 21:48,1,0.5,1,0,7,194,Cash,3.5,3.71,0,1,10.1,2.5
0,6/30/2023 0:33,6/29/2023 23:21,1,0.9,1,0,63,132,Cash,3.5,3.61,0,1,12.9,2.5
0,6/29/2023 18:43,6/29/2023 19:09,1,3.6,1,0,93,257,Credit Card,5,5.58,0,1,31.55,2.5
0,6/30/2023 13:49,6/30/2023 13:40,1,0.5,1,0,209,183,Cash,2.5,4.63,0,1,10.5,2.5
1,6/29/2023 19:13,6/29/2023 19:59,1,0.85,1,0,98,178,Credit Card,2.5,7.36,0,1,19.8,2.5
0,6/30/2023 6:38,6/30/2023 7:51,1,1.3,1,0,215,206,Credit Card,2.5,4.78,0,1,16,2.5
0,6/30/2023 19:41,6/30/2023 18:16,1,0.8,1,0,250,232,Credit Card,2.5,5.94,0,1,14.3,0
1,6/29/2023 15:34,6/29/2023 17:10,3,3.77,1,0,102,46,Credit Card,2.5,11.26,0,1,39.96,2.5
1,6/30/2023 16:47,6/30/2023 17:34,1,1.67,1,0,71,218,Credit Card,2.5,3.89,0,1,21.39,2.5
1,6/29/2023 16:34,6/29/2023 15:36,1,0.75,1,0,240,112,Credit Card,0,7.98,0,1,20.16,2.5
0,6/29/2023 15:34,6/29/2023 16:22,1,10.1,1,1.75,80,121,Credit Card,9.25,15.42,6.55,1,78.95,2.5
1,6/29/2023 15:29,6/29/2023 14:43,4,3.26,1,0,45,131,Cash,0,4.70,0,1,33.6,2.5
1,6/29/2023 15:55,6/29/2023 17:36,1,5.83,1,0,254,39,Credit Card,2.5,8.98,0,1,49.72,2.5
1,6/28/2023 20:15,6/28/2023 19:48,2,1.69,1,0,40,22,Credit Card,1,6.02,0,1,21.36,2.5
1,6/30/2023 8:24,6/30/2023 8:16,,2.97,,,26,45,Wallet,0,7.05,0,1,25.28,
0,6/30/2023 15:28,6/30/2023 16:27,1,1.3,1,0,15,61,Credit Card,2.5,3.50,0,1,17.6,0
1,6/29/2023 13:51,6/29/2023 14:25,1,0.41,1,0,125,138,Credit Card,0,2.46,0,1,11.5,2.5
1,6/29/2023 18:37,6/29/2023 17:23,1,8.67,1,1.75,82,135,Credit Card,7.5,18.69,6.55,1,73.56,2.5
